id,title,tagline,homepage,release_date,genre,budget,keywords,original_language,revenue,runtime,status,vote_average,vote_count,director
4547,Panic Room,,http://www.sonypictures.com/movies/panicroom/,29/03/2002,Crime,48000000,burglar bunker housebreaking safe money,en,196397415,111,Released,6.5,1267,David Fincher
53953,The Tooth Fairy,,,08/08/2006,Horror,0,gore slasher single mother tooth fairy woodchipper,de,0,0,Released,4.3,13,Chuck Bowman
6415,Three Kings,It's good to be King.,,27/09/1999,Action,75000000,gold gulf war three kings iraq kuwait,en,108000000,114,Released,6.6,692,David O. Russell
181283,Child 44,How do you find a killer who doesn’t exist?,,15/03/2015,Crime,50000000,based on novel soviet union russian murder serial killer,en,3324330,137,Released,6.1,547,Daniel Espinosa
9896,Rat Race,563 miles. 9 people. $2 million. 1001 problems!,,30/07/2001,Adventure,48000000,casino running preisgeld millionaire road movie,en,85498534,112,Released,6,518,Jerry Zucker
167,K-PAX,Change the way you look at the world.,http://www.k-pax.com/,22/10/2001,Drama,48000000,robbery dream hypnosis investigation murder,en,50315140,120,Released,7.1,695,Iain Softley
11232,Kate & Leopold,If they lived in the same century they'd be perfect for each other.,,25/12/2001,Comedy,0,lover (female) love of one's life time travel kiss past,en,0,118,Released,6,418,James Mangold
1636,Bedazzled,Meet the Devil. She's giving Elliott seven wishes. But not a chance in Hell.,,19/10/2000,Fantasy,48000000,love of one's life mephisto wish sale of soul pact with the devil,en,90383208,93,Released,5.6,512,Harold Ramis
2148,The Cotton Club,It was the jazz age. It was an era of elegance and violence. The action was gambling. The stakes were life and death.,,14/12/1984,Music,58000000,jazz jazz musician musical mafia,en,25928721,127,Released,6.6,68,Francis Ford Coppola
5176,3:10 to Yuma,Time waits for one man.,http://www.310toyumathefilm.com/,06/09/2007,Western,55000000,saloon hero liberation of prisoners transport of prisoners wilderness,en,70016220,122,Released,6.9,1188,James Mangold
260346,Taken 3,It Ends Here,http://www.taken3movie.com/,16/12/2014,Thriller,48000000,revenge murder on the run fugitive framed,en,325771424,109,Released,6.1,2200,Olivier Megaton
1389,Out of Sight,Opposites attract.,,26/06/1998,Romance,48000000,journalist bedroom purse trunk elmore leonard,en,77745568,123,Released,6.5,333,Steven Soderbergh
9894,The Cable Guy,There's no such thing as free cable.,,10/06/1996,Comedy,47000000,prison prostitute karaoke dark comedy cable guy,en,102825796,96,Released,5.7,594,Ben Stiller
7504,Earth,,,16/09/1998,Drama,0,based on novel war of independence period drama woman director partition,hi,528972,101,Released,6.6,9,Deepa Mehta
8592,Dick Tracy,Their turf. Their game. Their rules. They didn't count on HIS law...,,15/06/1990,Adventure,47000000,corruption crime fighter gangster boss investigation based on comic strip,en,103738726,103,Released,5.9,251,Warren Beatty
913,The Thomas Crown Affair,How do you get the man who has everything?,,06/08/1999,Drama,48000000,martinique claude monet famous painting glider insurance agent,en,124305181,113,Released,6.6,339,John McTiernan
11091,Riding in Cars with Boys,One day can make your life; one day can ruin your life. All life is is four or five big days that change everything.,,19/10/2001,Comedy,48000000,baby becoming an adult puberty dream drug addiction,en,35743308,132,Released,6.5,103,Penny Marshall
1368,First Blood,This time he's fighting for his life.,,22/10/1982,Action,15000000,prison vietnam veteran falsely accused police brutality sheriff,en,125212904,93,Released,7.2,1488,Ted Kotcheff
593,Solaris,,,20/03/1972,Drama,0,1970s loss of sense of reality extraterrestrial technology subconsciousness russian,ru,0,167,Released,7.7,357,Andrei Tarkovsky
5393,Happily N'Ever After,Fairy Tale Endings Aren't What They Used To Be,http://www.happilyneverafterthefilm.com/,14/09/2006,Animation,47000000,dwarves cinderella wolf bad mother-in-law prince,en,38085778,75,Released,4.6,104,Yvette Kaplan
9095,Mary Reilly,The untold story of Jekyll and Hyde,,23/02/1996,Drama,47000000,servant monster laboratory jekyll and hyde housemaid,en,12379402,104,Released,5.7,74,Stephen Frears
8874,My Best Friend's Wedding,It's about finding the love of your life. And deciding what to do about it.,,19/06/1997,Comedy,38000000,karaoke marriage proposal new love love of one's life kiss,en,299288605,105,Released,6.3,584,P.J. Hogan
11467,America's Sweethearts,Hollywood's hottest couple just split up. It'll take more than special effects to reunite them.,,17/07/2001,Comedy,0,film business film producer wife husband relationship fictitious marriage married couple,en,0,102,Released,5.5,252,Joe Roth
320,Insomnia,A tough cop. A brilliant killer. An unspeakable crime.,,24/05/2002,Crime,46000000,detective confession fbi homicide blackmail,en,113714830,118,Released,6.8,1148,Christopher Nolan
199,Star Trek: First Contact,Resistance is futile.,http://www.startrek.com/startrek/view/series/MOV/008/index.html,21/11/1996,Science,46000000,federation starfleet borg enterprise-e cyborg,en,150000000,111,Released,7,661,Jonathan Frakes
20533,Jonah Hex,Revenge gets ugly.,http://jonah-hex.warnerbros.com/,18/06/2010,Action,47000000,gunslinger usa dc comics hell facial scar,en,10539000,80,Released,4.4,420,Jimmy Hayward
10684,Courage Under Fire,A medal for honor. A search for justice. A battle for truth.,,04/07/1996,Drama,46000000,gulf war pilot u.s. army praise rescue mission,en,100860818,117,Released,6.2,232,Edward Zwick
1624,Liar Liar,Trust me.,,21/03/1997,Comedy,45000000,california workaholic birthday lie pregnancy and birth,en,181000000,86,Released,6.4,1424,Tom Shadyac
325789,The Infiltrator,The true story of one man against the biggest drug cartel in history.,http://www.theinfiltrator.com/,13/07/2016,Crime,25000000,undercover biography drug drug lord,en,15436808,127,Released,6.6,573,Brad Furman
888,The Flintstones,Yabba-Dabba-Doo!,,26/05/1994,Fantasy,46000000,manager jealousy bad mother-in-law adoption family's daily life,en,341631208,91,Released,5,543,Brian Levant
82675,Taken 2,First they took his daughter. Now they're coming for him.,,27/09/2012,Action,45000000,kidnapping turkey police chase bag over head violence,en,376141306,91,Released,6.1,2757,Olivier Megaton
4256,Scary Movie 3,Great trilogies come in threes.,,24/10/2003,Comedy,48000000,horror spoof,en,220673217,84,Released,5.8,912,David Zucker
1493,Miss Congeniality,Never Mess With An Agent In A Dress.,,14/12/2000,Comedy,45000000,undercover agent beauty contest terrorism,en,212000000,111,Released,6.1,961,Donald Petrie
88751,Journey to the Center of the Earth,Same Planet. Different World.,,10/07/2008,Action,45000000,volcano prehistoric dinosaur prehistoric creature 3d,en,101702060,93,Released,5.8,1309,Eric Brevig
11130,The Princess Diaries 2: Royal Engagement,It can take a lifetime to find true love; she's got 30 days!,,06/08/2004,Comedy,40000000,coronation duty marriage falling in love,en,95149435,113,Released,6,697,Garry Marshall
9944,The Pelican Brief,Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.,,16/12/1993,Drama,45000000,judge professor mission of murder supreme court,en,195268056,141,Released,6.3,371,Alan J. Pakula
10731,The Client,A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.,,20/07/1994,Drama,45000000,suicide brother brother relationship witness protection principal witness  brother,en,117615211,119,Released,6.4,278,Joel Schumacher
7350,The Bucket List,Find the joy.,http://www.warnerbros.com/bucket-list,25/12/2007,Drama,45000000,africa himalaya brain tumor wife husband relationship sense of life,en,175372502,97,Released,7,1111,Rob Reiner
9869,Patriot Games,Not for honor. Not for country. For his wife and child.,,04/06/1992,Drama,45000000,assassination assassin repayment ira jack ryan,en,178051587,117,Released,6.3,433,Phillip Noyce
4379,Monster-in-Law,This relationship is going to be a real mother.,,13/05/2005,Romance,43000000,bad mother-in-law surgeon dogsitter falling in love,en,154749918,101,Released,5.6,406,Robert Luketic
146233,Prisoners,Every moment matters.,http://prisonersmovie.warnerbros.com/,18/09/2013,Drama,46000000,pennsylvania kidnapping maze vigilante rural setting,en,122126687,153,Released,7.9,3085,Denis Villeneuve
2034,Training Day,"The only thing more dangerous than the line being crossed, is the cop who will cross it.",,05/10/2001,Action,45000000,police brutality war on drugs drug traffic drug dealer los angeles,en,104876233,122,Released,7.3,1634,Antoine Fuqua
926,Galaxy Quest,A comedy of Galactic Proportions.,,23/12/1999,Comedy,45000000,space battle spaceship spoof fictional tv show,en,90683916,102,Released,6.9,710,Dean Parisot
4248,Scary Movie 2,No More Mercy. No More Shame. No More Sequels - Honest! - We Lied.,,04/07/2001,Comedy,45000000,sex exorcism secret door,en,141220678,83,Released,5.4,982,Keenen Ivory Wayans
64328,The Muppets,They're closer than you think.,http://disney.go.com/muppets/,22/11/2011,Comedy,45000000,musical the muppets robot oil tycoon studio tour,en,165184237,103,Released,6.5,501,James Bobin
36647,Blade,Part Man. Part Vampire. All Hero.,http://www.warnerbros.com/blade,21/08/1998,Horror,45000000,suicide hero vampire bite fistfight,en,131183530,120,Released,6.5,1905,Stephen Norrington
7214,Coach Carter,It begins on the street. It ends here.,,14/01/2005,Drama,30000000,black people autoritian education sport high school scholarship,en,76669806,136,Released,7.3,496,Thomas Carter
1537,Changing Lanes,"An ambitious lawyer, a desperate father, they had no reason to meet, until today,",,07/04/2002,Action,45000000,new york custody battle suspense lawyer,en,94935764,89,Released,5.9,299,Roger Michell
9360,Anaconda,When You Can't Breathe You Can't Scream.,,11/04/1997,Adventure,45000000,amazon jungle anaconda film crew killer snake,en,136885767,89,Released,4.7,610,Luis Llosa
6282,Coyote Ugly,This party never ends.,,30/07/2000,Comedy,45000000,bar musical beautiful woman,en,113916474,100,Released,5.8,575,David McNally
508,Love Actually,The ultimate romantic comedy.,http://www.loveactually.com/,07/09/2003,Comedy,40000000,london england male nudity female nudity love at first sight usa president,en,244931766,135,Released,7,1869,Richard Curtis
9487,A Bug's Life,An epic presentation of miniature proportions.,http://movies.disney.com/a-bugs-life,25/11/1998,Adventure,120000000,winter fight ant invention collector,en,363258859,95,Released,6.8,2303,Andrew Stanton
768,From Hell,Only the legend will survive.,,19/10/2001,Horror,35000000,loss of family drug addiction jack the ripper,en,74558115,122,Released,6.6,741,Albert Hughes
2636,The Specialist,The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.,,07/10/1994,Action,45000000,explosive revenge explosives expert,en,170362582,110,Released,5.5,313,Luis Llosa
10478,Tin Cup,Golf Pro. Love Amateur.,,16/08/1996,Comedy,45000000,lover (female) golf man-woman relation sport woman between two men,en,53854588,135,Released,5.9,150,Ron Shelton
27983,"Yours, Mine and Ours",Their wedding night set new attendence records,,24/04/1968,Comedy,0,nurse widow children parent sibling,en,0,111,Released,6.2,26,Melville Shavelson
9981,Kicking & Screaming,One man could lead this team to glory. . . That man was busy,,13/05/2005,Romance,45000000,father son relationship generations confilct sport amateur soccer soccer coach,en,56070433,95,Released,5.6,176,Jesse Dylan
7453,The Hitchhiker's Guide to the Galaxy,Don't leave Earth without it.,,15/01/2005,Adventure,50000000,bureaucracy england dolphin android based on novel,en,104478416,109,Released,6.6,1315,Garth Jennings
7737,Resident Evil: Extinction,The Extinction Is Coming...,http://www.sonypictures.com/movies/residentevilextinction/index.html,20/09/2007,Horror,45000000,clone mutant post-apocalyptic dystopia conspiracy,en,148412065,94,Released,6.1,1292,Russell Mulcahy
232672,Blended,"Single Dad, No Clue. Single Mum, Flying Solo.",,21/05/2014,Comedy,40000000,africa blind date relationship family vacation family,en,123494610,117,Released,6.6,1006,Frank Coraci
8987,The River Wild,The vacation is over,,30/09/1994,Action,45000000,river robber boston bank robber marriage crisis,en,0,111,Released,6.1,210,Curtis Hanson
11359,The Indian in the Cupboard,,,14/07/1995,Adventure,45000000,cupboard games puppet parallel world toy comes to life,en,0,96,Released,5.9,134,Frank Oz
82525,Savages,Young Beautiful Deadly.,http://www.savagesfilm.com/,06/07/2012,Crime,45000000,widow american abroad eye gouging dea agent shot in the shoulder,en,82966152,131,Released,6.2,766,Oliver Stone
9759,Cellular,If the signal dies so does she,http://www.cellularthemovie.com/,06/09/2004,Action,25000000,bank mobile phone telephone weapon police,en,56422687,94,Released,6.1,537,David R. Ellis
9486,Johnny English,"He knows no fear, he knows no danger, he knows nothing.",,06/04/2003,Adventure,40000000,spy hero queen intelligence coronation,en,160583018,88,Released,6,852,Peter Howitt
9906,The Ant Bully,The battle for the lawn is on.,http://www.theantbully.com,27/07/2006,Fantasy,50000000,ant child hero shrinking ant-hill children,en,55181129,88,Released,5.5,366,John A. Davis
841,Dune,"A world beyond your experience, beyond your imagination.",,14/12/1984,Action,40000000,prophecy witch monster telepathy atomic bomb,en,30925690,137,Released,6.5,562,David Lynch
4688,Across the Universe,All you need is love.,http://www.acrosstheuniverse.com/,14/09/2007,Adventure,0,riot protest musical music cultural difference,en,0,133,Released,7.1,410,Julie Taymor
4148,Revolutionary Road,How do you break free without breaking apart?,,19/12/2008,Drama,35000000,adultery jealousy infidelity career marriage crisis,en,75225693,119,Released,6.7,796,Sam Mendes
2207,16 Blocks,"For a New York cop and his witness, the distance between life and death just got very short.",,01/03/2006,Action,55000000,mission of murder male bonding doing the right thing people change,en,65664721,105,Released,6.2,661,Richard Donner
9381,Babylon A.D.,Kill or be Killed.,http://www.babylonadmovie.com/,20/08/2008,Action,70000000,submarine baby secret future mercenary,en,72108608,101,Released,5.4,676,Mathieu Kassovitz
9625,The Glimmer Man,Two good cops. One bad situation.,,04/10/1996,Action,45000000,secret agent past cop series of murders homicide detective,en,0,92,Released,4.7,100,John Gray
9304,Multiplicity,"Sometimes to get more out of life, you have to make more of yourself.",,19/07/1996,Comedy,45000000,clone mistake in person cloning experiment gone wrong construction,en,0,117,Released,5.5,154,Harold Ramis
20856,Aliens in the Attic,The aliens vs. the Pearsons,http://www.aliensintheatticmovie.com/,31/07/2009,Adventure,45000000,alien comedy duringcreditsstinger beforecreditsstinger live action and animation,en,57881056,86,Released,5.3,244,John Schultz
5955,The Pledge,,http://movies.warnerbros.com/thepledge/,09/01/2001,Crime,35000000,promise murder drawing porcupine pledge,en,29400000,123,Released,6.5,215,Sean Penn
9899,The Producers,,,25/12/2005,Comedy,45000000,cheating adolf hitler success music blonde,en,38058335,134,Released,6.1,151,Susan Stroman
9826,The Phantom,Slam Evil!,,06/06/1996,Adventure,45000000,secret identity gold gangster boss phantom silver,en,17300889,100,Released,4.7,136,Simon Wincer
21355,All the Pretty Horses,Some passions can never be tamed.,http://alltheprettyhorses.com/,11/12/2000,Drama,57000000,dancing chess prisoner coffin wrong accusal,en,0,117,Released,5.8,60,Billy Bob Thornton
10858,Nixon,"Triumphant in Victory, Bitter in Defeat. He Changed the World, But Lost a Nation.",,22/12/1995,History,44000000,usa president presidential election watergate scandal biography government,en,13681765,192,Released,7.1,71,Oliver Stone
11439,The Ghost Writer,Read between the lies.,,12/02/2010,Thriller,45000000,london england cia war crimes tony blair author,en,60222298,128,Released,6.7,670,Roman Polanski
9457,Deep Rising,Full Scream Ahead,,30/01/1998,Adventure,45000000,ocean liner sea monster jewel heist armed robbery,en,11203026,106,Released,6,154,Stephen Sommers
12412,Miracle at St. Anna,,,15/09/2008,Drama,45000000,black people world war ii toscana village soldier,en,9323833,160,Released,6.3,90,Spike Lee
1494,Curse of the Golden Flower,Unspeakable secrets are hidden within the Forbidden City.,http://ent.sina.com.cn/hjj/,21/12/2006,Action,110,poison china martial arts swordplay fight,zh,0,114,Released,6.6,203,Zhang Yimou
13184,Bangkok Dangerous,There's only one way out.,http://www.bangkokdangerousmovie.net/,21/08/2008,Action,45000000,assassin asia gun deaf-mute hitman,en,42487390,99,Released,5,332,Danny Pang
2185,Big Trouble,They have forty-five minutes to save the world. They need forty-six.,,05/04/2002,Action,40000000,gadfly,en,8493890,85,Released,6.3,80,Barry Sonnenfeld
6639,Love in the Time of Cholera,How long would you wait for love?,http://www.loveinthetime.com/,04/10/2007,Drama,45000000,sex marriage proposal new love colombia letter,en,4607608,139,Released,6.4,81,Mike Newell
58233,Johnny English Reborn,One man. One mission. No chance.,http://www.johnnyenglishreborn.com/,15/09/2011,Crime,45000000,buddhist monk cooking prime minister kitchen secret agent,en,160078586,101,Released,6,1007,Oliver Parker
116977,Foodfight!,When good food... goes bad!,http://www.thresholdanimationstudios.com/video.php?id=foodfight,15/06/2012,Animation,65000000,supermarket fight product placement computer animation food,en,73706,87,Released,2.3,28,Lawrence Kasanoff
68734,Argo,The movie was fake. The mission was real.,http://argothemovie.warnerbros.com/,11/10/2012,Drama,44500000,cia wife husband relationship document revolution hiding place,en,232324128,120,Released,7.1,3423,Ben Affleck
5503,The Fugitive,A murdered wife. A one-armed man. An obsessed detective. The chase begins.,,06/08/1993,Adventure,44000000,chicago showdown undercover surgeon death sentence,en,368875760,130,Released,7.2,1220,Andrew Davis
27573,The Bounty Hunter,"It's a Job. It Isn't Personal. Well, Maybe a Little...",http://www.thebountyhunter-movie.net/,16/03/2010,Action,40000000,bounty hunter ex-husband ex-wife relationship,en,136000000,110,Released,5.5,858,Andy Tennant
819,Sleepers,When friendship runs deeper than blood.,,18/10/1996,Crime,44000000,child abuse sadistic sexual abuse pastor repayment,en,165615285,147,Released,7.3,715,Barry Levinson
1369,Rambo: First Blood Part II,"What most people call hell, he calls home.",,21/05/1985,Action,44000000,usa vietnam veteran submachine gun prisoner prisoners of war,en,300400432,96,Released,6.3,864,George P. Cosmatos
9623,The Juror,There is no defense.,,02/02/1996,Drama,44000000,jurors blackmail court case son trial,en,0,118,Released,5.5,89,Brian Gibson
10895,Pinocchio,For anyone who has ever wished upon a star.,,23/02/1940,Animation,2600000,italy lie magic fairy pinocchio,en,84300000,88,Released,6.9,1355,Ben Sharpsteen
10935,Heaven's Gate,The only thing greater than their passion for America... was their passion for each other.,,19/11/1980,Action,44000000,montana showdown brothel marshal dance,en,3484331,219,Released,6.4,55,Michael Cimino
834,Underworld: Evolution,"My God. Brother, what have you done?",http://www.sonypictures.com/movies/underworldawakening/,12/01/2006,Fantasy,50000000,budapest key vampire light werewolf,en,111340801,106,Released,6.4,1528,Len Wiseman
228066,Victor Frankenstein,Discover the origin of the monster and his creation.,http://www.foxmovies.com/movies/victor-frankenstein,10/11/2015,Drama,40000000,london england human experimentation frankenstein reanimated corpse frankenstein's monster,en,34227298,109,Released,5.6,685,Paul McGuigan
711,Finding Forrester,"In an ordinary place, he found the one person to make his life extraordinary.",,21/12/2000,Drama,43000000,upper class brother brother relationship scotland poetry based on novel,en,80049764,136,Released,7,302,Gus Van Sant
10468,28 Days,The Life of the Party... before she got a life.,,06/04/2000,Comedy,43000000,alcoholism urteil car crash wedding withdrawal,en,0,103,Released,6,208,Betty Thomas
10027,Unleashed,Serve No Master,http://www.universalstudiosentertainment.com/unleashed/,02/02/2005,Action,45000000,martial arts hitman serial killer,en,50871113,103,Released,6.6,518,Louis Leterrier
11812,The Sweetest Thing,A romantic comedy without the sugar.,http://www.sonypictures.com/movies/thesweetestthing/,12/04/2002,Romance,43000000,roommate marriage aftercreditsstinger duringcreditsstinger,en,68696770,84,Released,5.3,280,Roger Kumble
37233,The Firm,Power can be murder to resist.,,30/06/1993,Drama,42000000,fbi law tennessee lawyer law firm,en,270248367,154,Released,6.6,501,Sydney Pollack
37950,Charlie St. Cloud,Life is for living.,,01/05/2010,Drama,44000000,brother brother relationship based on novel sailing ghost young adult,en,48190704,99,Released,6.8,566,Burr Steers
27582,The Mechanic,Someone has to fix the problems.,http://www.themechanicmovie.com/,13/01/2011,Action,40000000,poison chicago prostitute martial arts assassin,en,51070807,93,Released,6.3,1045,Simon West
64688,21 Jump Street,They thought the streets were mean. Then they went back to high school.,http://www.21jumpstreet-movie.com/,12/03/2012,Action,42000000,male friendship high school parody crude humor based on tv series,en,201585328,109,Released,6.7,4074,Phil Lord
509,Notting Hill,Can the most famous film star in the world fall for the man on the street?,http://www.notting-hill.com/,13/05/1999,Romance,42000000,london england bookshop birthday new love film maker,en,363889678,124,Released,7,1262,Roger Michell
7443,Chicken Run,This ain't no chick flick. It's poultry in motion.,,21/06/2000,Animation,45000000,chicken freedom escape chicken farm pie machine,en,224834564,84,Released,6.5,1150,Nick Park
5966,Along Came Polly,"For the most cautious man on Earth, life is about to get interesting.",http://www.alongcamepolly.com/,16/01/2004,Comedy,42000000,beach honeymoon bride chance risk,en,171963386,90,Released,5.8,773,John Hamburg
11066,Boomerang,A Player Who's About to be Played.,,30/06/1992,Comedy,40000000,role of women ladykiller success ladies' man chefin,en,70100000,117,Released,5.4,134,Reginald Hudlin
136795,The Heat,Action's never been so hot!,,27/06/2013,Action,43000000,boston fbi buddy comedy,en,158674180,117,Released,6.5,1575,Paul Feig
8095,Cleopatra,The motion picture the world has been waiting for!,,12/06/1963,Drama,31115000,ancient rome historical figure cleopatra julius caesar,en,71000000,248,Released,6.7,146,Joseph L. Mankiewicz
87826,Here Comes the Boom,No one will fight for his students like Mr. Voss.,,11/10/2012,Comedy,0,high school teacher prize money physics teacher fighting movie budget cutting,en,73100172,105,Released,6,593,Frank Coraci
11560,High Crimes,Everything you trust. Everything you know. May be a lie...,,03/04/2002,Drama,42000000,based on novel witness village court love,en,63781810,115,Released,6.1,184,Carl Franklin
25189,The Mirror Has Two Faces,A story about just how wrong two people can be before they can be right.,,15/11/1996,Comedy,42000000,sex professor wedding woman director columbia university,en,0,126,Released,6.5,47,Barbra Streisand
2637,The Mothman Prophecies,What do you see?,,25/01/2002,Drama,32000000,based on novel small town dream motel hallucination,en,55157539,119,Released,6.1,305,Mark Pellington
18480,Brüno,Borat was so 2006,,08/07/2009,Comedy,42000000,gay fame mockumentary hollywood lgbt,en,0,83,Released,5.4,518,Larry Charles
709,Licence to Kill,His bad side is a dangerous place to be.,http://www.mgm.com/view/movie/1111/License-to-Kill/,07/07/1989,Adventure,32000000,corruption florida secret identity liberation of prisoners drug traffic,en,156167015,133,Released,5.9,541,John Glen
49730,Red Riding Hood,Who's afraid?,http://www.redridinghoodmovie.com/,11/03/2011,Fantasy,42000000,winter fantasy fairy tale hood werewolf,en,89162162,100,Released,5.6,922,Catherine Hardwicke
2749,15 Minutes,America Likes to Watch,,01/03/2001,Action,60000000,new york female nudity prison prostitute rape,en,56359980,120,Released,5.7,191,John Herzfeld
9607,Super Mario Bros.,This Ain't No Game.,,28/05/1993,Adventure,48000000,saving the world brother brother relationship royalty dinosaur based on video game,en,20915465,104,Released,4,232,Annabel Jankel
1830,Lord of War,"Where there's a will, there's a weapon",,16/09/2005,Crime,42000000,cold war weapon arms dealer,en,24127895,122,Released,7,1335,Andrew Niccol
79,Hero,One man's strength will unite an empire.,,19/12/2002,Drama,31000000,countryside loss of lover right and justice patriot,zh,177394432,99,Released,7.2,635,Zhang Yimou
54054,One for the Money,She's looking for a few not-so-good men,http://www.oneforthemoneyfilm.com/index2.html,26/01/2012,Action,40000000,bounty hunter based on novel romance framed bail jumper,en,36893721,91,Released,5.3,388,Julie Anne Robinson
228967,The Interview,The Film Hackers Tried To Get Banned,,25/12/2014,Action,44000000,cia coup d'etat north korea assassination attempt evil dictator,en,12342632,112,Released,6.1,2304,Seth Rogen
46528,The Warrior's Way,Assassin. Hero. Legend.,http://www.iamrogue.com/thewarriorsway,02/12/2010,Adventure,42000000,assassin small town forest revenge deception,en,11087569,100,Released,6.3,136,Sngmoo Lee
27936,Micmacs,Non Stop Madness,,28/10/2009,Action,33000000,unemployment contortionist human cannonball,fr,14000000,100,Released,6.8,148,Jean-Pierre Jeunet
65,8 Mile,Every moment is another chance.,http://movies.uip.de/8mile/,08/11/2002,Drama,41000000,individual street gang adolescence rap music hip-hop,en,215000000,110,Released,6.8,1626,Curtis Hanson
280391,Why I Did (Not) Eat My Father,These feet are made for walkin',http://pourquoijaipasmangemonpere.com/,08/04/2015,Adventure,0,animation evolution humanity,fr,0,100,Released,5.3,125,Jamel Debbouze
9476,A Knight's Tale,He Will Rock You,,11/05/2001,Adventure,65000000,poetry knight tournament duel torture,en,117487473,132,Released,6.6,907,Brian Helgeland
10610,The Medallion,,,15/08/2003,Thriller,41000000,detective medallion leather jacket wretch fighter,en,0,88,Released,5.3,281,Gordon Chan
745,The Sixth Sense,Not every gift is a blessing.,,06/08/1999,Mystery,40000000,child abuse sense of guilt loss of child confidence psychology,en,672806292,107,Released,7.7,3147,M. Night Shyamalan
49527,Man on a Ledge,You can only push an innocent man so far,http://www.manonaledge.com/,13/01/2012,Action,42000000,deception new york city rooftop diamond heist framed for a crime,en,46221189,102,Released,6.2,925,Asger Leth
73937,The Big Year,Everyone is searching for something.,,13/10/2011,Comedy,41000000,helicopter based on novel honeymoon airplane birding,en,7448385,100,Released,5.6,248,David Frankel
1885,The Karate Kid,Only the 'Old One' could teach him the secrets of the masters.,,22/06/1984,Drama,8000000,flat taskmaster karate egg kids and family,en,90815558,126,Released,6.9,891,John G. Avildsen
168672,American Hustle,Everyone Hustles To Survive,http://www.americanhustle-movie.com/,12/12/2013,Drama,40000000,con artist scam mobster fbi agent,en,251171807,138,Released,6.8,2807,David O. Russell
18240,The Proposal,Here comes the bribe...,http://www.myspace.com/proposalmovie,01/06/2009,Comedy,40000000,fictitious marriage deportation immigration law romantic comedy alaska,en,317375031,108,Released,6.7,1804,Anne Fletcher
10398,Double Jeopardy,Murder isn't always a crime.,,24/09/1999,Crime,70000000,prison sailboat sailing trip new orleans women's prison,en,177841558,105,Released,6.2,278,Bruce Beresford
165,Back to the Future Part II,"Roads? Where we're going, we don't need roads!",http://www.backtothefuture.com/movies/backtothefuture2,20/11/1989,Adventure,40000000,skateboarding flying car car race delorean lightning,en,332000000,108,Released,7.4,3829,Robert Zemeckis
240832,Lucy,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,http://lucymovie.com/,14/07/2014,Action,40000000,artificial intelligence telepathy intelligence drug mule telekinesis,en,126546825,89,Released,6.3,5878,Luc Besson
216015,Fifty Shades of Grey,Are you curious?,https://www.facebook.com/fiftyshadesofgreymovie,11/02/2015,Drama,40000000,based on novel perversion spanking billionaire bdsm,en,571006128,125,Released,5.2,3254,Sam Taylor-Johnson
12279,Spy Kids 3-D: Game Over,3rd Mission. 3rd Dimension.,,25/07/2003,Action,38000000,video game intelligence liberation child hero mission,en,197011982,84,Released,4.7,511,Robert Rodriguez
1645,A Time to Kill,Experience a time you'll never forget.,,24/07/1996,Crime,40000000,ku klux klan rape mississippi jurors blackmail,en,152266007,149,Released,7,509,Joel Schumacher
11007,Cheaper by the Dozen,Growing pains? They've got twelve of them!,,24/12/2003,Comedy,40000000,big family new job aspiring actor smart kid,en,190212113,98,Released,6,699,Shawn Levy
193756,Lone Survivor,Based on True Acts of Courage,http://www.lonesurvivorfilm.com/,24/12/2013,Action,40000000,war survival navy seal military dangerous mission,en,149295601,121,Released,7.4,1526,Peter Berg
11287,A League of Their Own,"To achieve the incredible, you have to attempt the impossible.",,01/07/1992,Comedy,40000000,baseball world war ii sport baseball player female athlete,en,107458785,128,Released,6.7,354,Penny Marshall
259693,The Conjuring 2,The next true story from the case files of Ed and Lorraine Warren,http://www.warnerbros.com/conjuring-2,13/05/2016,Horror,40000000,london england england 1970s spirit single mother,en,320170008,134,Released,7,1949,James Wan
37799,The Social Network,You don't get to 500 million friends without making a few enemies.,http://www.thesocialnetwork-movie.com/,30/09/2010,Drama,40000000,hacker hacking creator frat party social network,en,224920315,120,Released,7.1,3391,David Fincher
10184,He's Just Not That Into You,Are you the exception...or the rule?,http://www.hesjustnotthatintoyoumovie.com/,06/02/2009,Comedy,40000000,relationship ensemble cast duringcreditsstinger,en,177259441,129,Released,6.2,959,Ken Kwapis
4257,Scary Movie 4,Bury the grudge. Burn the village.  See the saw.,,13/04/2006,Comedy,45000000,haunted house alien life-form riesen-ipod,en,178262620,83,Released,5.3,750,David Zucker
4234,Scream 3,Someone has taken their love of trilogies one step too far.,,03/02/2000,Horror,40000000,mask metal detector film director ex-cop reporter,en,161834276,116,Released,5.7,736,Wes Craven
196,Back to the Future Part III,They've saved the best trip for last... But this time they may have gone too far.,http://www.backtothefuture.com/movies/backtothefuture3,25/05/1990,Adventure,40000000,railroad robber california delorean indian territory sports car,en,244527583,118,Released,7.1,2900,Robert Zemeckis
